source,url,title,body,guideline_codes,rejection_type,upvotes,num_comments,scraped_at
hacker_news,https://news.ycombinator.com/item?id=45061154,Apple App Store Review Mess,"I was curious how other app developers that publish apps to the App Store manage the review process.<p>I have a geolocked app that kicks users to a splash screen if they&#x27;re out of the legal jurisdiction.<p>I get the feeling app reviewers are paid per review  mainly because they aren&#x27;t reading the instructions, and just rejecting the review as soon as they reach the first hurdle. If they took the time to read the instructions and watch the instructional video there would be no issue.<p>I have to submit my app for review multiple times before I hopefully get lucky with someone who actually reads the instructions. It&#x27;s crazy.<p>Do others have a similar experience?",[],Other,5,3,2026-03-04T22:55:51.334992
hacker_news,https://www.macrumors.com/2025/05/30/app-store-2024-transparency-report/,"Apple Shares 2024 App Store Data: Rejections, Removals, and More",,[],Other,2,0,2026-03-04T22:55:51.335008
hacker_news,https://news.ycombinator.com/item?id=44038707,Ask HN: Apps generated with AI/No-Code success story?,"Last week I just found out about median.co, where you can convert a website into an app. I also noticed a lot of job postings about developed using no code solutions like Softr, Glide, etc.<p>I’m curious to know if anyone managed to submit these apps to the app store successfully. I mean, successfully like getting minimal scrutiny from Apple and Google, and avoiding rejections.",[],Other,1,0,2026-03-04T22:55:51.335048
hacker_news,https://www.theregister.com/2025/05/13/nextcloud_play_store_complaint/,Nextcloud cries foul over Google Play Store app rejection,,[],Other,280,230,2026-03-04T22:55:51.335063
hacker_news,https://news.ycombinator.com/item?id=42433964,Tell HN: Google Play suspends new app for crashing,"Email screenshots: https:&#x2F;&#x2F;gist.github.com&#x2F;user-attachments&#x2F;assets&#x2F;c97b04b5-34f3-4ce2-93f9-63264bcd6c23<p>Background: I&#x27;m a web developer, but have a few popular apps (free, no ads) on the play store. I submitted a new app for review. It was rejected for crashing. I kept trying to fix, but due to being new to native development — and hitting issues with cached builds and proguard (I really shouldn&#x27;t have enabled it!) — I wasn&#x27;t able to fix before striking out.<p>I had no idea that multiple rejections would cause a suspension. Especially a clearly non-malicious re-submission.<p>The appeal was also denied. I followed up with an email 2 weeks ago. No reply.<p>Appeal rejection: https:&#x2F;&#x2F;gist.github.com&#x2F;user-attachments&#x2F;assets&#x2F;00a5d371-1823-4f3e-8e56-7237a3e61f24<p>Bugs are inevitable. That an app would be suspended for a bug is funny, if it wasn&#x27;t so kafkaesque. :)",[],Technical,3,1,2026-03-04T22:55:51.335096
hacker_news,https://apps.apple.com/us/app/crystalclear-sound/id6695723746?mt=12,Show HN: A macOS app to prevent sound quality degradation on AirPods,"Right, here&#x27;s the thing: If you are using AirPods(or any Bluetooth headphones with a mic in fact) on Mac and something activates the mic(i.e. you Shazam a song), the sound will be interrupted momentarily and will return in very low quality. This is happening because Bluetooth can&#x27;t handle both way high quality streaming and the bandwidth is decreased to make it work.<p>It&#x27;s a known issue and here&#x27;s what Apple recommends to fix it: <a href=""https:&#x2F;&#x2F;support.apple.com&#x2F;en-hk&#x2F;102217"" rel=""nofollow"">https:&#x2F;&#x2F;support.apple.com&#x2F;en-hk&#x2F;102217</a><p>Most of the time(unless you are on a Mac Mini&#x2F;Studio&#x2F;Pro), you have much higher quality microphones built in, so in most use cases, you want to hear from your AirPods but be heard from your internal microphone, which means if every time you connect your AirPods and go into the settings and set the default input device as the internal mic, you won&#x27;t have sound quality degradation on mic activation, and if you use your mic to talk to people or record something, you will have better sound quality too.<p>Based on this observation, first I tried to create a script or some automation that can do it for me but found out that it can be clunky or needlessly complex.<p>Here&#x27;s someone who used this approach to fix this issue: <a href=""https:&#x2F;&#x2F;www.dermitch.de&#x2F;post&#x2F;macos-force-microphone-when-using-airpods&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.dermitch.de&#x2F;post&#x2F;macos-force-microphone-when-usi...</a><p>Anyway, I decided to take the &quot;build your app for that&quot; route and created this app and called it CrystalClear Audio which doesn&#x27;t involve any technical setup to use. Making it was also not as easy I hoped, I was expecting this to be a half an hour project but ended up filing bug reports with Apple because some API wasn&#x27;t behaving as expected or mysterious things were happening when using it(like phantom device chang",[],Technical,223,309,2026-03-04T22:55:51.335155
hacker_news,https://apps.apple.com/us/app/genzd/id6503916449,"Show HN: GenZD, a port of GZDoom for iOS, available on the App Store","Hi everyone! I wanted to share the release of the app I&#x27;ve been working on in the past ~3 years, a port of GZDoom for iOS called GenZD:<p><a href=""https:&#x2F;&#x2F;apps.apple.com&#x2F;us&#x2F;app&#x2F;genzd&#x2F;id6503916449"" rel=""nofollow"">https:&#x2F;&#x2F;apps.apple.com&#x2F;us&#x2F;app&#x2F;genzd&#x2F;id6503916449</a><p>GZDoom is a source port of the Doom engine, and the app lets you play games using this engine (Doom, Heretic, Hexen, etc) as well as custom games that use GZDoom&#x27;s enhanced scripting capabilities. This means you can run mods like Brutal Doom, Project Brutality and total conversions like Ashes 2063, Aliens Eradication and many more. The engine will render the games in full 3D and in widescreen, and it uses Metal as the graphics backend through the MoltenVK library.<p>I&#x27;ve been working on and off on porting GZDoom to iOS for the past couple years, and then figuring out how to write a frontend that would be suitable for an app on the App Store. With the recent changes to Apple&#x27;s App Store Review guidelines regarding emulators, I thought the app would have a better chance of getting approved. GenZD is technically not an emulator but is closer to something like ScummVM where you supply the game files and the engine can interpret them. ScummVM is also on the App Store and was approved recently.<p>After a few initial rejections, the app went into an extended period of review (about a month) before it was approved last week.<p>It&#x27;s a paid app ($1.99 USD) but it&#x27;s a one-time purchase and I do believe it&#x27;s worth its value, but that&#x27;s just me :)<p>Here&#x27;s a YouTube video of it if you just want to see what it does and how it use it:
<a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=a1HUJumkRAY"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=a1HUJumkRAY</a><p>Thanks!",[],Design,4,0,2026-03-04T22:55:51.335267
hacker_news,https://lwn.net/Articles/979671/,Python grapples with Apple App Store rejections,,[],Other,37,4,2026-03-04T22:55:51.335293
hacker_news,https://arstechnica.com/gadgets/2024/07/report-apple-approves-epic-games-store-on-ios-in-europe/,"After two rejections, Apple approves Epic Games Store app for iOS",,[],Other,2,0,2026-03-04T22:55:51.335310
hacker_news,https://lwn.net/SubscriberLink/979671/4fb7c1827536d1ae/,Python grapples with Apple App Store rejections,,[],Other,254,110,2026-03-04T22:55:51.335324
hacker_news,https://lwn.net/SubscriberLink/979671/c43cb5faf7b769a7/,Python grapples with Apple App Store rejections,,[],Other,2,1,2026-03-04T22:55:51.335337
hacker_news,https://twitter.com/dhh/status/1742638740525187506,HEY and DHH Get Second App Store Rejection from Apple,,[],Other,2,1,2026-03-04T22:55:51.335351
hacker_news,https://www.nowsecure.com/nowsecure-observer/,"Show HN: NowSecure Observer helps iOS devs with Privacy Manifests, app security","Apple announced at the Worldwide Developers Conference (WWDC) 2023 in June new initiatives to increase transparency about mobile app privacy. All mobile app developers will be required to submit a privacy manifest that details data collection practices and usages when they add or update an iOS app in App Store Connect, the platform used for publishing and tracking performance in the App Store.<p>Currently available in beta, the NowSecure Observer developer tool simplifies mobile privacy and security during the coding stage. It provides real-time visibility into how sensitive data is being used, stored and transmitted by first- and third-party code. It also enables developers to quickly resolve security and privacy issues and avoid App Store surprises and rejections.<p>Once developers add it to their iOS project, the NowSecure Observer SDK collects telemetry as the developer codes and at runtime during pre-prod testing. The SDK feeds information to the NowSecure Observer web app so you can see data flows, observe dependencies that have been introduced over time and generate Apple privacy manifests and mobile Software Bill of Materials (SBOM) reports. In addition, line of code-level detail and backtrace context ease remediation so developers understand what issues are critical to address and how. Developers can also receive guidance through the app store submission process in the form of a customized publication checklist to avoid rejections, and secure code training from NowSecure Academy.",[],Technical,1,0,2026-03-04T22:55:51.335387
hacker_news,https://www.youtube.com/watch?v=aE79zxtXbhg,App Store Rejection Syndrome [video],,[],Other,1,0,2026-03-04T22:55:51.335401
hacker_news,https://news.ycombinator.com/item?id=37307713,Google Play Console Is Horrible,"It&#x27;s been a while since I&#x27;ve had to upload a new app to the Play Store and the console has somehow got worst.<p>1. The documentation is not aligned with the experience on the Google Play Console.<p>2. When my app was rejected for a reason that was invalid (blatantly false rejection), and I tried to challenge it I was presented with the following OPTION (singular) in their support dialog: 
https:&#x2F;&#x2F;ibb.co&#x2F;ckWDCFr<p>Why bother asking the question...<p>3. When I followed the instructions in the email &quot;Contact the policy team&quot; with their requested information, the (policy team) person responded with &quot;Sorry we can&#x27;t assist you at this time, please contact the &quot;policy team&quot;.&quot; Wait what...<p>4. There has been no communication for the last 5 business days.<p>For all the shit Apple gets, the developer experience of submitting apps (apart from the longer review turn around time) has felt infinitely better.",[],Other,3,2,2026-03-04T22:55:51.335446
hacker_news,https://daringfireball.net/2023/01/ice_cubes_app_store_limbo,"App Store Rejection of the Week: Ice Cubes, a Splendid New Mastodon Client",,[],Other,15,5,2026-03-04T22:55:51.335465
hacker_news,https://news.ycombinator.com/item?id=33898266,Tell HN: Apple App Store Broken for WatchOS Devs,"Hi HN,<p>The Apple app store review process is broken for watchOS devs.<p>I realize this is a niche issue since very few devs focus on watchOS. But I thought I&#x27;d share in case anyone is interested in watchOS, or in general, wants Apple to spend more time fixing their broken App Store review process.<p>The short summary is the reviewers who review watchOS app don&#x27;t even look at the watchOS app. That may sound unbelievable, but it&#x27;s true. My app has paying customer ($19.99 In-App Purchases with 5 star review average) who paid to see content on watchOS, but the content is controlled with the companion iOS app. I submit big fix updates, the reviewers only look at iOS, don&#x27;t see the content they expect ,and reject me.<p>If this happened once or twice, I wouldnt&#x27; mind. If it happened, and then I explained that they needed to look at the watchOS content, I wouldn&#x27;t mind. Instead, I repeatedly explain it, they repeatedly ignore my messages, and copy-paste rejection reasons that have no applicability to my app, such as telling me to add a demo sign-in credentials even though my app has no sign-in at all.<p>They communicate very poorly, with copy-paste responses, and the few times they&#x27;ve sent screenshots only highlight how little diligence they&#x27;re investing into the review because it clarifies they haven&#x27;t looked at the watchOS app at all.<p>Every single one of these cycles takes 24-48 hours for Apple to respond meaning bug fixes for paying customers are blocked for over a week.<p>My app clearly explains what it does in its description which is why I have sales and a 5-star average review. It&#x27;s only the reviewers who are confused, not customers.<p>I spent $99.99 to be part of their developers program and I have customers spending $19.99 on In-App Purchases for watchOS and bug fixes are being blocked by reviewers who very clearly never looked at the watchOS app.<p>I already went through the appeal process once, and got the rev",[],Technical,1,0,2026-03-04T22:55:51.335523
hacker_news,https://techcrunch.com/2022/09/01/apple-settles-lawsuit-with-developer-over-app-store-rejections-and-scams/,Apple settles lawsuit with developer over App Store rejections and scams,,[],Design,2,0,2026-03-04T22:55:51.335538
hacker_news,https://techcrunch.com/2022/09/01/apple-settles-lawsuit-with-developer-over-app-store-rejections-and-scams/,Apple settles lawsuit with developer over App Store rejections and scams,,[],Design,9,0,2026-03-04T22:55:51.335553
hacker_news,https://blog.charliemonroe.net/app-store-distribution-and-you/,App Store Distribution and You [Another App Store Rejection Horror Story],,[],Other,6,1,2026-03-04T22:55:51.335631
hacker_news,https://www.revenuecat.com/blog/how-to-avoid-app-store-rejections,How to avoid app store rejections,,[],Other,3,0,2026-03-04T22:55:51.335645
hacker_news,https://techcrunch.com/2022/01/31/an-app-developers-lawsuit-over-rejections-and-scammers-is-allowed-to-proceed-judge-rules/,"App Store lawsuit over rejections and scammers can proceed, judge rules",,[],Design,2,0,2026-03-04T22:55:51.335660
hacker_news,https://news.ycombinator.com/item?id=30148002,Ask HN: How do I get my app past the play store review?,"Hi HN<p>I&#x27;m a web dev, but learned to program android apps in Kotlin this year. I&#x27;ve built an app that lets me send SMS from the web, like google messages or push bullet, for example. I submitted it for review with a video explanation ( https:&#x2F;&#x2F;youtu.be&#x2F;p3SDfcEGexc ) but the rejection  I got was really not helpful :<p>&quot;Unable to verify core functionality of app: Video Error
When you submitted your app, you specified your app&#x27;s core functionality as follows: Cross-device synchronization or transfer of SMS or calls. However, we couldn’t find evidence in your video that the app offers the declared core functionality &quot;<p>I don&#x27;t get it, because to me the video clearly shows what my app does and why it needs access to contacts and SMS. It feels like they didn&#x27;t even watch it. Should I make some of those permissions optional ? Is it just random, and I should resubmit with minor tweaks ? Is it because I&#x27;m a new dev account with no other app published ? Overall, this interaction with Google feels awful and makes me regret the hours I invested into learning Kotlin.",[],Privacy,3,1,2026-03-04T22:55:51.335714
hacker_news,https://news.ycombinator.com/item?id=30012243,Ask HN: Privacy Policy for app when it doesn't collect any data,"I have a simple free app on Google Play Store that does not collect any personal data, and does not have any tracking at all, even analytics. Google Play Store is asking to submit a privacy policy: &quot;Apps that do not access any personal and sensitive user data must still submit a privacy policy.&quot;  
What would be easiest solution here? I&#x27;d like to keep it professional without risking rejection of app updates in the future. Most privacy policy templates are quite big and usually presumes one or other way of data collection.",[],Privacy,11,8,2026-03-04T22:55:51.335736
hacker_news,https://news.ycombinator.com/item?id=29497680,Tell HN: You can't add “no ads” in your Play Store app's title,"Due to the recent Play Store changes you can no longer &quot;add text or images that indicate store performance or ranking, or suggest relations to existing Google Play programs in the app title&quot; [1].
You can&#x27;t, for example, add &quot;#1&quot;, &quot;best&quot; or &quot;free&quot;. However, you can&#x27;t also add &quot;no ads&quot;.<p>To be precise: appending &quot;[small, no ads]&quot;, &quot;[no ads]&quot; or &quot;[without ads]&quot; to the play store app title causes a rejection. I didn&#x27;t want to test more in fear of banning, and in the end removed it.
I know you can see if an app contains ads in the app page, but not in the search results... or at least not yet, but I doubt Google will add that indication.<p>[1] <a href=""https:&#x2F;&#x2F;support.google.com&#x2F;googleplay&#x2F;android-developer&#x2F;answer&#x2F;9898684"" rel=""nofollow"">https:&#x2F;&#x2F;support.google.com&#x2F;googleplay&#x2F;android-developer&#x2F;answ...</a>",[],Technical,361,158,2026-03-04T22:55:51.335782
hacker_news,https://www.macrumors.com/2021/08/16/flicktype-keyboard-app-store-rejection/,FlickType Pulling Apple Watch Keyboard App After Continued Rejection Issues,,[],Other,3,0,2026-03-04T22:55:51.335801
hacker_news,https://news.ycombinator.com/item?id=27589581,Convert Chrome Extension to Safari Extension in 15 Minutes,"It took us 15 minutes to convert our existing Chrome extension into Safari Web Extension.<p>Would be less, if we’d choose the Firefox one, as Mozilla doesn’t allow you to use the legacy Web API. But who knew?!<p>It takes more time to write the App Store listing than turn your existing plugin into brand new Safari Extension.<p>Psst… don’t forget to update your Bundle ID everywhere, it costed us a rejection from Apple’s review and a couple of hours of delay!<p>Here is the guide from Apple: &lt;https:&#x2F;&#x2F;developer.apple.com&#x2F;documentation&#x2F;safariservices&#x2F;safari_web_extensions&#x2F;converting_a_web_extension_for_safari&gt;<p>And here are the extensions if you are curious:
&lt;https:&#x2F;&#x2F;mailist.app&gt;",[],Design,7,0,2026-03-04T22:55:51.335856
hacker_news,https://world.hey.com/khoahong/just-another-app-store-rejection-story-c81c30aa,Just another App Store rejection story,,[],Other,3,1,2026-03-04T22:55:51.335877
